"Proposta","Processo","Endereço","Distrito","Área Terreno (m2)","Área Excedente (m2)","Valor Contrapartida (R$)"
"944","2007-0.174.148-8","R VAL DE PALMA 00179","AGUA RASA","4.065,00","1.824,77","151.955,90"
"945","2008-0.188.168-0","R VOLUNTARIOS DA PATRIA 03987","SANTANA","2.720,00","4.056,92","918.283,84"
"946","2008-0.199.042-0","AV PAES DE BARROS 00635","MOOCA","2.198,28","1.098,69","203.037,91"
"947","2008-0.235.373-4","R  LUIZA CANERO 00002 31","AGUA RASA","309,00","59,92","11.182,15"
"948","2008-0.333.332-0","R  DOS MACAXAS 00366","IPIRANGA","0,00","1.512,38","0,00"
"949","2008-0.176.633-4","R  EMILIO MALLET 00293 E 313","TATUAPE","2.700,00","2.678,52","616.938,15"
"950","2006-0.265.308-4","R  BORGES LAGOA 01328 GR SUBSOLO","VILA MARIANA","5.278,33","3.090,56","2.349.320,09"
"951","2008-0.025.780-0","R  SARGENTO OSVALDO 00149","TATUAPE","2.245,27","4.485,13","791.176,93"
"952","2004-0.295.963-5","R  JOAO MOURA 99999","JARDIM PAULISTA","1.224,00","620,77","302.163,52"
"953","2007-0.235.052-0","AV DR   MARIO VILAS BOAS RODRIGUES 99999","SANTO AMARO","8.033,02","12.046,88","2.186.219,59"
"954","2005-0.021.907-5","R  MANUEL GUEDES 00517 LT 39 QD 12","ITAIM BIBI","750,00","1.455,84","845.049,61"
"955","2008-0.039.085-3","AV DR   MARIO VILAS BOAS RODRIGUES 99999","SANTO AMARO","14.260,20","20.676,87","5.003.140,88"
"956","2008-0.100.610-0","R  QUERIRI 00044 E 50","CARRAO","3.548,70","1.774,30","111.717,03"
"957","2006-0.334.500-6","R TEIXEIRA DA SILVA 00054","BELA VISTA","595,00","1.190,00","1.426.572,00"
"958","2008-0.110.545-1","AV DR   MARIO VILAS BOAS RODRIGUES 99999","SANTO AMARO","8.033,26","12.046,64","2.317.291,67"
"959","2008-0.208.910-7","R  PITINGA 00395 399","VILA PRUDENTE","242,60","35,00","5.094,60"
"960","2008-0.192.954-3","R  CORONEL BENTO BICUDO 00965","PIRITUBA","3.028,66","1.440,42","94.834,37"
"961","2008-0.140.937-0","R  NELSON GAMA DE OLIVEIRA 99999 LT 1 QD 150","VILA ANDRADE","10.757,30","5.300,88","540.647,35"
"962","2008-0.138.990-5","AV INTERLAGOS 02001","CAMPO GRANDE","1.050,00","1.574,98","282.666,39"
"963","2008-0.253.054-7","R  GIOVANNI CARNOVALI 00046 E 58","SACOMA","9.947,43","4.761,03","231.690,76"
"964","2008-0.334.700-2","AV PADRE LEBRET 99999 LT 02 QD 106","MORUMBI","8.615,00","8.615,00","2.583.586,81"
"965","2007-0.235.042-3","AV DR   MARIO VILAS BOAS RODRIGUES 99999","SANTO AMARO","8.032,21","12.047,69","2.317.493,65"
"966","2004-0.272.200-7","R  CIRCULAR DO BOSQUE 99999 LTS 4 A 8 QD 100","MORUMBI","5.310,40","5.310,40","1.832.507,52"
"967","2008-0.214.459-0","R  PEDRALIA 00267","CURSINO","3.525,26","7.049,72","1.455.323,05"
"968","2008-0.086.836-2","R LEITE FERRAZ 00036","VILA MARIANA","4.279,07","2.528,05","845.425,42"
"969","2006-0.213.588-1","R  JOAO PIMENTA 00080","SANTO AMARO","1.170,00","1.334,74","355.446,60"
"970","2008-0.099.324-8","R  NESTOR DE BARROS 00116","TATUAPE","2.537,86","187,92","147.479,62"
"970","2008-0.099.324-8","R  NESTOR DE BARROS 00116","TATUAPE","2.537,86","3.616,54","1.520.104,09"
"971","2008-0.156.311-5","R  CAURE 00119 119A","TUCURUVI","1.728,70","367,91","14.713,82"
"972","2008-0.297.171-3","R  JOAO BERNARDES 00179","SAPOPEMBA","190,00","45,00","4.957,20"
"973","2007-0.300.117-1","R  DOUTOR CARMO ANDREA 00078","VILA PRUDENTE","69,00","19,10","2.764,27"
"974","2008-0.169.630-1","R  NELSON GAMA DE OLIVEIRA 99999 LT 1 QD 159 V3 A","VILA ANDRADE","5.983,40","2.985,19","322.734,86"
"975","2008-0.320.948-3","R  VISCONDE DE PIRAJA 00210","IPIRANGA","1.261,01","2.266,28","330.255,92"
"976","2005-0.327.847-1","R  ARON MASTER 00085 173","VILA MEDEIROS","1.747,00","55,50","4.546,45"
"977","2008-0.238.639-0","R  GUARACIABA 00162","CARRAO","117,60","6,72","977,60"
"978","2007-0.397.300-9","R  CORONEL IRINEU DE CASTRO 00213","VILA FORMOSA","4.753,07","9.422,62","1.808.803,83"
"979","2008-0.286.366-0","R  JAIBA 00219 CASAS 1/2","IPIRANGA","2.000,00","2.487,48","341.822,04"
"980","2008-0.288.194-3","R  CIPRIANO BARATA 01963 1981","IPIRANGA","1.670,12","1.357,28","256.630,43"
"981","2008-0.309.230-6","R  LINO COUTINHO 01095 FDS","IPIRANGA","1.484,38","2.968,76","493.327,76"
"982","2007-0.200.601-3","AV ALBERTO RAMOS 99999","SAO LUCAS","8.320,97","3.438,43","404.978,29"
"983","2008-0.194.469-0","R  CONEGO JOSE NORBERTO 00159 E 167","CURSINO","1.035,08","2.058,00","339.088,43"
"984","2008-0.247.381-0","R  DOUTOR CESAR 01388","SANTANA","3.685,35","1.840,58","321.251,15"
"985","2008-0.174.544-2","R  TANABI 00320","BARRA FUNDA","2.381,38","2.829,66","1.076.080,08"
"986","2007-0.208.597-5","R  JOAO RAMALHO 01413","PERDIZES","3.747,00","1.873,44","693.652,40"
"987","2008-0.126.076-7","AL DOS MARACATINS 01217","MOEMA","2.500,00","2.499,79","1.844.695,03"
"988","2007-0.361.657-5","R  DOUTOR DIOGO DE FARIA 99999","VILA MARIANA","883,75","876,97","373.861,08"
"989","2006-0.156.497-5","AV GENERAL ATALIBA LEONEL 01853","VILA GUILHERME","10.362,00","1.083,76","369.807,09"
"989","2006-0.156.497-5","AV GENERAL ATALIBA LEONEL 01853","VILA GUILHERME","10.362,00","1.833,20","625.535,50"
"989","2006-0.156.497-5","AV GENERAL ATALIBA LEONEL 01853","VILA GUILHERME","10.362,00","1.932,87","361.717,29"
"990","2008-0.319.467-2","AV SANTO AMARO 06635","SANTO AMARO","1.200,00","807,91","321.333,60"
"991","2008-0.116.784-8","R  CABO JOSE DA SILVA 99999","VILA MARIA","4.663,02","4.973,12","262.729,93"
"992","2008-0.258.416-7","R  ELVIRA FERRAZ 00222 E 224","ITAIM BIBI","3.820,09","5.730,14","5.288.311,83"
"993","2008-0.178.517-7","PC VISCONDE DE SOUSA FONTES 00326","MOOCA","1.661,25","2.209,14","622.367,76"
"994","2008-0.185.292-3","R  VENTURA LADALARDO 99999 CURVA R 6 LT1 C","VILA ANDRADE","5.193,00","2.594,90","543.849,52"
"995","2008-0.110.539-7","AV DR   MARIO VILAS BOAS RODRIGUES 99999","SANTO AMARO","8.032,97","12.046,93","2.317.347,45"
"996","2008-0.267.296-1","R  DOUTOR JOSE ELIAS 00167","LAPA","2.631,80","2.629,91","933.765,32"
"997","2008-0.185.424-1","R  JUVENTUS 00308","MOOCA","300,00","134,73","51.920,09"
"998","2008-0.226.674-2","R JOAO VIEIRA PRIOSTE 00697","CARRAO","3.947,01","1.918,23","164.492,06"
"999","2007-0.208.607-6","R  CUEVAS 00066","LAPA","2.447,35","2.217,45","586.085,34"
"1000","2008-0.295.155-0","AV ZELINA 01180","VILA PRUDENTE","304,75","109,85","19.951,18"
"1001","2008-0.179.356-0","R  CONDE PRATES 00900","MOOCA","1.597,79","785,96","129.263,70"
"1002","2008-0.156.930-0","PC BENTO DE CAMARGO BARROS 00064","BOM RETIRO","804,05","592,75","132.257,34"
"1003","2008-0.268.277-0","AV NOVE DE JULHO 03384 3368","JARDIM PAULISTA","781,50","390,05","261.646,32"
"1004","2006-0.209.655-0","R  FAROL PAULISTANO 00301","AGUA RASA","240,00","35,35","4.585,18"
"1005","2006-0.298.775-6","AV DEPUTADO EMILIO CARLOS 00620","LIMAO","1.500,00","21,53","3.487,43"
"1005","2006-0.298.775-6","AV DEPUTADO EMILIO CARLOS 00620","LIMAO","1.500,00","975,50","83.484,22"
"1006","2008-0.213.587-7","R  VESPASIANO 00780","LAPA","3.329,25","1.656,96","242.181,27"
"1007","2008-0.242.961-7","AV NELSON PALMA TRAVASSOS 99999 LT A","JARAGUA","10.280,00","7.004,04","45.176,06"
"1008","2008-0.084.882-5","R  CUIABA 99999","AGUA RASA","2.320,00","1.160,00","128.203,20"
"1009","2008-0.249.056-1","R  DOUTOR LUIZ MIGLIANO 99999","VILA SONIA","8.772,00","4.287,56","398.897,43"
"1010","2009-0.184.452-3","R  DOUTOR GABRIEL PIZA 99999","SANTANA","1.973,11","986,56","343.689,88"
"1011","2008-0.232.598-6","R  DA GLORIA 99999","LIBERDADE","993,43","1.986,86","409.146,13"
"1012","2008-0.167.653-0","R  MARQUES DE OLINDA 00467","IPIRANGA","1.872,50","3.742,10","545.321,26"
"1013","2008-0.262.648-0","R ZANZIBAR 00734 E 736","CASA VERDE","1.400,00","2.799,03","283.452,17"
"1014","2008-0.218.151-8","AV SAPOPEMBA 00701","AGUA RASA","339,75","135,89","29.586,11"
"1015","2009-0.016.137-6","R  JUVENTINA SANTANA 00078","MOOCA","135,00","23,94","4.844,69"
"1016","2007-0.389.261-0","R  TIQUATIRA 00065","CURSINO","801,19","440,09","49.577,19"
"1017","2007-0.225.760-1","AV DR   MARIO VILAS BOAS RODRIGUES 99999","SANTO AMARO","11.002,58","16.111,24","3.099.158,13"
"1018","2009-0.076.990-0","R  GUARICANGA 99999","LAPA","0,00","3.662,88","0,00"
"1019","2008-0.143.144-8","R  MIN  HERMENEGILDO DE BARROS 99999","FREGUESIA DO O","349,30","137,10","11.444,15"
"1020","2008-0.190.051-0","R  OSCAR FREIRE 02260","JARDIM PAULISTA","3.720,00","3.720,00","4.674.864,48"
"1021","2008-0.289.906-0","R  LIMA E SILVA 00365","IPIRANGA","2.652,00","5.304,00","881.381,59"
"1022","2008-0.373.948-2","R  PANTOJO 99999","AGUA RASA","1.174,50","1.174,45","132.611,85"
"1023","2008-0.215.079-5","R  RUI MARTINS 00097 103 145","AGUA RASA","4.629,41","2.577,13","293.127,92"
"1024","2008-0.204.959-8","PC XAVIER DA SILVEIRA 00180","AGUA RASA","3.789,23","1.894,49","176.778,65"
"1025","2008-0.264.570-0","R  ESTEVAO BAIAO 00785","CAMPO BELO","1.042,84","444,76","198.928,69"
"1025","2008-0.264.570-0","R  ESTEVAO BAIAO 00785","CAMPO BELO","1.042,84","1.118,64","351.925,26"
"1026","2005-0.021.534-7","R  VENANCIO AIRES 00683","PERDIZES","1.812,14","905,96","102.833,71"
"1027","2008-0.197.774-2","AV IMIRIM 00509","SANTANA","9.332,60","11.223,51","1.981.308,67"
"1028","2005-0.021.613-0","R  DIAS LEME 00374","MOOCA","3.240,00","1.599,93","220.490,35"
"1029","2008-0.183.909-9","R  JOAO PAIS 00112","SANTO AMARO","1.101,30","105,00","20.118,42"
"1030","2009-0.019.007-4","R  EDGARD PEREIRA 00308","JABAQUARA","252,00","100,62","16.454,99"
"1031","2009-0.067.778-0","R  DOM MANUEL DE ANDRADE 00191","CURSINO","2.730,06","4.753,67","981.333,37"
"1032","2008-0.319.367-6","R  PADRE LANDELL DE MOURA 00180 JD ANALIA FRANCO","VILA FORMOSA","3.146,18","2.070,68","411.994,92"
"1033","2007-0.210.632-8","R  APIACAS 99999","PERDIZES","2.509,30","67,20","27.861,12"
"1033","2007-0.210.632-8","R  APIACAS 99999","PERDIZES","2.509,30","7.361,29","2.244.317,46"
"1034","2008-0.334.289-2","R DONA LEOPOLDINA 00319","IPIRANGA","2.582,50","5.165,00","750.903,20"
"1035","2008-0.288.199-4","R  ARTUR DE AZEVEDO 01637","PINHEIROS","509,68","222,61","143.093,26"
"1036","2003-0.326.955-0","R  AMERICO BRASILIENSE 01923 1931  E 1943","SANTO AMARO","1.720,00","1.713,34","351.525,97"
"1037","2008-0.219.221-8","R DOUTOR CRISTIANO ALTENFELDER SILVA 99999","CARRAO","7.880,36","787,71","65.476,19"
"1037","2008-0.219.221-8","R DOUTOR CRISTIANO ALTENFELDER SILVA 99999","CARRAO","7.880,36","2.019,50","93.258,49"
"1038","2007-0.383.509-9","AV DR GUILHERME DUMONT VILARES 99999","VILA ANDRADE","2.860,00","1.530,39","191.421,18"
"1039","2009-0.048.017-0","R  AMOECA 99999 LT 7 QD 30","VILA FORMOSA","264,00","38,98","4.867,04"
"1040","2007-0.065.708-4","AV PAES DE BARROS 00686","MOOCA","780,00","509,01","137.567,08"
"1041","2008-0.375.918-1","R  CAYOWAA 01063","PERDIZES","1.230,00","614,40","283.865,09"
"1042","2008-0.162.638-9","R  TOMAS CARVALHAL 00543 545","VILA MARIANA","3.682,50","1.857,92","1.379.474,02"
"1043","2005-0.232.699-5","R  VERGUEIRO 00929 E 943","LIBERDADE","749,64","1.498,12","416.768,00"
"1044","2007-0.137.523-6","R  MATIAS AIRES 00423","CONSOLACAO","632,84","1.034,95","519.371,03"
"1045","2007-0.267.742-2","R  BERTIOGA 00385","SAUDE","4.382,22","2.189,94","417.393,80"
"1046","2008-0.117.596-4","R  CARDOSO DE ALMEIDA 00920","PERDIZES","387,30","39,95","59.893,44"
"1047","2009-0.093.797-8","AV ITABORAI 01157","CURSINO","2.667,50","215,23","48.771,98"
"1048","2008-0.092.421-1","R  DURVAL JOSE DE BARROS 99999","VILA MATILDE","1.168,00","55,62","6.669,06"
"1049","2005-0.022.107-0","R  TREZE DE MAIO 01266","BELA VISTA","2.068,48","4.004,64","2.053.355,13"
"1050","2008-0.182.560-8","R  MAJOR PROCOPIO DE ALMEIDA 00134","PIRITUBA","338,62","66,84","7.061,51"
"1051","2008-0.377.744-9","R BARAO DO SERRO LARGO 00488","AGUA RASA","3.824,65","3.789,70","732.806,71"
"1052","2009-0.113.091-1","R  JAIRO DE ALMEIDA MACHADO 99999 LT QD I 3","JARAGUA","5.022,50","3.202,74","18.591,91"
"1053","2008-0.321.860-1","R  DOUTOR HOMEM DE MELO 99999","PERDIZES","1.537,50","768,44","381.687,22"
"1054","2009-0.143.392-2","","SAUDE","0,00","1.673,38","0,00"
"1055","2008-0.215.912-1","R  MARIA CURUPAITI 00441","CASA VERDE","8.139,25","5.951,58","2.711.837,43"
"1056","2007-0.251.401-9","R  PIAUI 00752 APTO 15","CONSOLACAO","896,20","59,31","37.644,29"
"1057","2008-0.188.519-8","R  MARIA OTILIA 00202","VILA FORMOSA","1.553,00","3.105,94","836.740,24"
"1058","2009-0.062.243-8","AV BOSCHETTI 99999","VILA MEDEIROS","937,38","998,76","76.590,91"
"1059","2005-0.328.630-0","AV CELSO GARCIA 04430","TATUAPE","371,25","51,75","23.109,07"
"1060","2007-0.107.939-4","AV HIGIENOPOLIS 00758","CONSOLACAO","21.582,60","9.074,58","6.425.074,88"
"1061","2008-0.379.337-1","AV GUIDO CALOI 99999","JARDIM SAO LUIS","19.375,13","9.687,56","823.520,10"
"1062","2008-0.142.036-5","AV DAS NACOES UNIDAS 22939","CAMPO GRANDE","16.177,00","19.943,72","7.259.514,08"
"1063","2009-0.095.130-0","R  APENINOS 00429","LIBERDADE","3.077,43","3.607,17","1.799.884,04"
"1064","2008-0.190.079-0","AV DO GUACA 00076","MANDAQUI","1.936,19","3.872,12","296.135,87"
"1065","2009-0.073.354-0","R  JOAO SIMOES DE SOUZA 99999 LT 9 QD 146","VILA ANDRADE","7.634,00","3.811,78","453.113,91"
"1066","2009-0.191.996-5","R  TONELERO 01503","LAPA","1.446,12","1.258,56","157.113,60"
"1067","2008-0.161.662-6","R  GONCALVES CRESPO 00078","TATUAPE","13.077,84","4.779,11","960.065,85"
"1068","2008-0.340.376-0","AL AFONSO SCHMIDT 99999 ENTRE 652 E 660","SANTANA","420,87","39,23","14.206,95"
"1068","2008-0.340.376-0","AL AFONSO SCHMIDT 99999 ENTRE 652 E 660","SANTANA","420,87","42,05","13.052,74"
"1069","2009-0.010.975-7","ES DE ITAPECERICA 99999 LT 2","CAPAO REDONDO","3.914,90","1.914,49","63.109,25"
"1070","2009-0.204.218-8","R  DOM PEDRO SILVA 00207","CURSINO","1.600,00","3.199,99","660.596,34"
"1071","2008-0.219.223-4","TVPSEM DENOMINACAO (TAT) 99999 JTO AO N320","CARRAO","6.086,13","1.548,79","164.032,66"
"1071","2008-0.219.223-4","TVPSEM DENOMINACAO (TAT) 99999 JTO AO N320","CARRAO","6.086,13","2.965,32","174.965,74"
"1072","2008-0.143.183-9","R  DONA GABRIELA 00297","TUCURUVI","1.468,15","2.831,25","215.809,20"
"1073","2008-0.143.637-7","R  JAMES HOLLAND 00655","SANTA CECILIA","1.793,55","35,98","11.478,77"
"1074","2008-0.376.253-0","R  VILELA 00285","TATUAPE","1.208,06","2.411,03","425.204,43"
"1075","2008-0.101.426-0","R  CAPITAO SERVIO R.CALDAS 00184","TUCURUVI","1.030,00","1.380,27","141.615,70"
"1076","2007-0.397.298-3","Av Regente Feijó, s/ n°","VILA FORMOSA","0,00","0,00","0,00"
"1077","2009-0.215.170-0","AV PADRE LEBRET 99999 LT 02 QD 106","MORUMBI","11.415,00","1.153,92","244.253,71"
"1078","2008-0.378.920-0","R  ROGERIO GIORGI 01674","CARRAO","1.798,40","2.695,18","330.100,26"
"1079","2009-0.157.867-0","AV SERAFIM G.PEREIRA 00531","VILA MARIA","5.878,43","6.022,80","323.930,28"
"1080","2008-0.306.381-0","AL DOS TUPINAS 00033 ESQUINA RUA JOSE","SAUDE","1.431,12","1.424,16","259.227,03"
"1081","2008-0.346.125-5","R  AFONSO DE FREITAS 00495","VILA MARIANA","1.138,00","568,46","336.673,85"
"1082","2008-0.158.541-0","R  SENA MADUREIRA 01008","VILA MARIANA","1.064,00","257,67","0,00"
"1083","2009-0.181.245-1","AV IMPERATRIZ LEOPOLDINA 00550","VILA LEOPOLDINA","8.000,00","1.488,24","338.899,63"
"1084","2009-0.037.366-7","R  MOINHO VELHO 00659 665","FREGUESIA DO O","2.029,92","1.820,22","174.435,32"
"1085","2008-0.367.078-4","R  PAULA NEY 00210","VILA MARIANA","3.152,50","2.892,67","1.331.007,14"
"1086","2009-0.069.400-5","R  FOZ DO IGUACU 00032","CARRAO","184,00","48,64","8.341,66"
"1087","2009-0.183.567-2","AV BRIGADEIRO LUIS ANTONIO 99999 1927","BELA VISTA","2.845,20","270,10","238.303,07"
"1088","2008-0.305.345-9","R  PADRE CHICO 00241","PERDIZES","2.400,00","1.199,98","431.596,81"
"1089","2009-0.119.401-4","R  PAIM 00304","BELA VISTA","2.276,55","4.534,93","855.085,99"
"1090","2009-0.097.787-2","AL BARROS 00677","SANTA CECILIA","1.847,84","923,90","349.539,09"
"1091","2008-0.131.424-7","R  DOUTOR LUIZ MIGLIANO 99999 LT- 1 QD-21","VILA ANDRADE","1.595,00","852,39","84.243,41"
"1092","2009-0.146.171-3","R  CRISTIANO VIANA 00911","JARDIM PAULISTA","1.417,30","1.263,45","1.587.757,40"
"1093","2009-0.111.339-1","R  OUVIDOR PELEJA 99999","SAUDE","1.093,89","320,31","80.262,96"
"1094","2008-0.171.841-0","R  SAO VICENTE DE PAULO 00058","SANTA CECILIA","634,56","104,84","39.535,16"
"1095","2005-0.022.483-4","R  JOSE MARIA LISBOA 00154","JARDIM PAULISTA","1.088,00","2.176,00","1.860.264,58"
"1096","2008-0.329.810-9","R PALESTINA 00070","JABAQUARA","157,90","14,72","3.891,61"
"1097","2008-0.312.127-6","AV BRIGADEIRO FARIA LIMA 99999","ITAIM BIBI","4.783,72","1.921,63","8.869.859,75"
"1097","2008-0.312.127-6","AV BRIGADEIRO FARIA LIMA 99999","ITAIM BIBI","4.783,72","7.173,79","6.620.647,75"
"1098","2009-0.024.876-5","R  ARAGUARI 00833 835 E 839","MOEMA","1.486,00","1.486,00","1.004.351,74"
"1099","2008-0.375.407-4","AV DAS CEREJEIRAS 00318","VILA MARIA","916,32","1.374,20","208.636,54"
"1100","2008-0.195.656-7","R  BARTOLOMEU DE TORALES 99999","TUCURUVI","1.928,14","185,84","10.758,91"
"1100","2008-0.195.656-7","R  BARTOLOMEU DE TORALES 99999","TUCURUVI","1.928,14","185,85","5.965,23"
"1101","2009-0.171.055-1","R  FABIO JOSE BEZERRA 00265 A","ERMELINO MATARAZZO","1.755,00","877,27","14.559,17"
"1102","2009-0.062.102-4","AV ENG. HEITOR ANTONIO EIRAS GARCIA 00541 A","BUTANTA","617,00","132,15","33.034,46"
"1103","2007-0.391.474-6","R  SAMAMBAIA 00571","CURSINO","12.911,32","442,67","167.161,93"
"1103","2007-0.391.474-6","R  SAMAMBAIA 00571","CURSINO","12.911,32","932,64","246.529,77"
"1103","2007-0.391.474-6","R  SAMAMBAIA 00571","CURSINO","12.911,32","3.227,56","795.406,34"
"1104","2008-0.326.777-7","R  SIMPATIA 00051","PINHEIROS","586,42","512,45","190.499,19"
"1105","2008-0.377.815-1","R  AFONSO DE FREITAS 00790","VILA MARIANA","1.782,04","891,02","527.711,94"
"1106","2008-0.357.957-4","AV DAS CEREJEIRAS 99999 ANT N 1001","VILA MARIA","830,00","212,09","12.654,27"
"1106","2008-0.357.957-4","AV DAS CEREJEIRAS 99999 ANT N 1001","VILA MARIA","830,00","239,18","7.928,10"
"1107","2009-0.206.200-6","R  AUGUSTE CLESINGER 00332","SAUDE","187,50","88,25","16.243,92"
"1108","2008-0.283.275-6","AV JABAQUARA 03060","SAUDE","1.368,35","1.368,33","635.041,95"
"1109","2005-0.044.039-1","AV GENERAL ATALIBA LEONEL 01579 1611 - 1631","VILA GUILHERME","1.303,00","1.563,99","575.235,52"
"1110","2008-0.055.152-0","R  JOAO RAMALHO 01046 E 1048","PERDIZES","775,00","319,53","325.160,12"
"1111","2009-0.193.243-0","R  VICOSA DO CEARA 99999 LT 2 QD C","JABAQUARA","3.151,00","2.460,93","137.319,89"
"1112","2009-0.242.685-7","AV OTACILIO TOMANIK 99999 LT 1","RIO PEQUENO","9.855,15","8.631,29","1.155.063,40"
"1113","2008-0.217.168-7","R  CORONEL HOMERO DA SILVEIRA 00053 65 77 73","CASA VERDE","4.694,59","2.344,76","107.371,25"
"1114","2006-0.049.869-3","R  ITAICI 00091","SANTANA","3.392,38","2.659,81","756.003,12"
"1115","2006-0.341.086-0","R  REGO BARROS 00815 LT 1 QD 5","ARICANDUVA","5.144,25","2.533,35","86.335,05"
"1115","2006-0.341.086-0","R  REGO BARROS 00815 LT 1 QD 5","ARICANDUVA","5.144,25","4.917,67","93.106,25"
"1116","2009-0.058.728-4","R  CONDE DE IRAJA 00103","VILA MARIANA","789,75","461,45","134.942,75"
"1117","2008-0.252.103-3","R  DANKMAR ADLER 99999 LT 4 QD 12 VL SU","VILA ANDRADE","2.168,00","1.072,21","109.374,00"
"1118","2008-0.133.081-1","R  DOS CAFEZAIS 00702","CIDADE ADEMAR","4.515,85","3.490,30","512.194,54"
"1119","2009-0.217.929-9","R  POTA 99999 LT 1 QD 6","VILA FORMOSA","3.437,00","2.265,07","211.072,81"
"1120","2008-0.341.688-8","R  ENGO FRANCISCO PITTA BRITO 00702 LTS 1 A 22 QD M","SANTO AMARO","5.671,02","1.682,93","602.623,57"
"1121","2008-0.309.375-2","R  ALFREDO PUJOL 00246 248 252 254","SANTANA","1.624,00","3.177,63","556.530,12"
"1122","2008-0.123.126-0","R  AURELIANO GUIMARAES 99999 LT 1 QD 193","VILA ANDRADE","5.209,20","7.779,58","1.180.356,78"
"1123","2008-0.277.492-6","R  DOS PINHEIROS 01054","PINHEIROS","1.265,46","632,59","371.181,04"
"1124","2008-0.108.272-9","R  VICENTE SOARES 00292","SANTANA","2.383,75","1.191,38","218.801,70"
"1125","2008-0.283.593-3","R  DOUTOR GABRIEL PIZA 00417","SANTANA","931,55","755,88","307.215,33"
"1126","2009-0.148.169-2","AV REGENTE FEIJO 99999","AGUA RASA","1.004,98","216,24","56.970,37"
"1127","2008-0.379.341-0","R  DR FRANCISCO JOSE LONGO 99999","SAUDE","908,40","448,76","85.531,86"
"1128","2008-0.193.132-7","PC BARAO DE ITAQUI 00219","TATUAPE","1.463,57","1.459,46","269.112,75"
"1129","2009-0.232.901-0","R  DENTISTA BARRETO 99999 ENTRE 160 E 182","CARRAO","868,08","109,00","28.645,20"
"1130","2008-0.004.977-9","AV ADOLFO PINHEIRO 00104 |","SANTO AMARO","1.221,00","986,22","370.353,22"
"1131","2009-0.230.242-2","R  AUREA BATISTA DOS SANTOS 00330","VILA SONIA","250,00","23,92","3.976,80"
"1132","2008-0.290.091-3","R  DOUTOR FRANCO DA ROCHA 00334","PERDIZES","2.521,10","1.260,53","768.923,30"
"1133","2009-0.219.095-0","R  NELSON GAMA DE OLIVEIRA 99999 LT 1 QD 165","VILA ANDRADE","3.134,80","1.327,60","151.017,16"
"1134","2009-0.159.194-3","AV ALBERTO BYINGTON 00255","VILA MARIA","1.750,00","2.625,00","395.372,25"
"1135","2008-0.322.105-0","R  CAPITAO SERVIO R.CALDAS 00453","TUCURUVI","1.039,50","2.077,50","158.779,17"
"1136","2009-0.221.787-5","R  NELSON GAMA DE OLIVEIRA 00905","VILA ANDRADE","3.377,50","1.674,30","190.454,97"
"1137","2009-0.221.789-1","R  NELSON GAMA DE OLIVEIRA 00825","VILA ANDRADE","4.805,20","2.399,88","272.991,15"
"1138","2009-0.190.516-6","","SANTA CECILIA","0,00","2.223,84","0,00"
"1139","2008-0.373.578-9","AV GUSTAVO ADOLFO 02118","VILA MEDEIROS","1.960,00","3.915,23","349.152,38"
"1140","2008-0.350.794-8","AV PAULA FERREIRA 02769","PIRITUBA","300,00","60,90","11.444,02"
"1140","2008-0.350.794-8","AV PAULA FERREIRA 02769","PIRITUBA","300,00","175,25","37.170,53"
"1141","2004-0.151.308-0","R DR        OSCAR MONTEIRO DE BARROS 99999 LT 1 QD 7 VL SUZ","VILA ANDRADE","1.869,00","928,10","187.522,61"
"1142","2009-0.117.034-4","R  CORTA VENTO 00016","TATUAPE","192,00","57,60","25.662,87"
